run,signal,time_s,value
1_ms,distance,26.045779,50.64065432502111
1_ms,distance,26.087708,50.64708588971701
1_ms,distance,26.130967,50.65458467484705
1_ms,distance,26.171539,50.6618780126504
1_ms,distance,26.213486,50.66912012189853
1_ms,distance,26.255381,50.67583147334945
1_ms,distance,26.302707,50.6834417788041
1_ms,distance,26.339378,50.6895533170627
1_ms,distance,26.381278,50.69653631444975
1_ms,distance,26.423218,50.70334740988665
1_ms,distance,27.010451,50.8032907813572
1_ms,distance,27.052406,50.81058504222972
1_ms,distance,27.094304,50.817869396251446
1_ms,distance,27.136243,50.82584118666041
1_ms,distance,27.178251,50.83389655177528
1_ms,distance,27.220332,50.84198444830736
1_ms,distance,27.26211,50.85003066383229
1_ms,distance,27.304067,50.85809369386394
1_ms,distance,27.346029,50.86604788838853
1_ms,distance,27.387797,50.873965340166485
1_ms,distance,27.430866,50.88181128664392
1_ms,distance,28.018534,50.98951436502927
1_ms,distance,28.060488,50.99702520323355
1_ms,distance,28.106974,51.005450355192146
1_ms,distance,28.147014,51.01309006506036
1_ms,distance,28.190592,51.021404811576986
1_ms,distance,28.226939,51.028389093775765
1_ms,distance,28.274729,51.03758935595227
1_ms,distance,28.316609,51.045791501720025
1_ms,distance,28.352774,51.053028556279266
1_ms,distance,28.394774,51.06143327631599
1_ms,distance,28.436572,51.06955783345629
1_ms,distance,29.02377,51.19243476005285
1_ms,distance,29.065476,51.20106436102591
1_ms,distance,29.111493,51.210661202239145
1_ms,distance,29.151648,51.21919779872144
1_ms,distance,29.191494,51.22766870646331
1_ms,distance,29.243399,51.238380005958284
1_ms,distance,29.275327,51.2449390432265
1_ms,distance,29.31796,51.25404542121065
1_ms,distance,29.359262,51.26325916995871
1_ms,distance,29.402322,51.27283487735802
1_ms,distance,29.443133,51.281637122942094
1_ms,distance,30.030591,51.41797082604777
1_ms,distance,30.072412,51.427909177783974
1_ms,distance,30.114235,51.437980895917306
1_ms,distance,30.156294,51.448325029170284
1_ms,distance,30.198107,51.45860864846971
1_ms,distance,30.239814,51.46850377145538
1_ms,distance,30.282041,51.47852113387119
1_ms,distance,30.323887,51.48932011731862
1_ms,distance,30.373091,51.502665189220124
1_ms,distance,30.408549,51.51197664547493
1_ms,distance,30.994982,51.65877056965436
1_ms,distance,31.037434,51.66921628763009
1_ms,distance,31.07925,51.67947736300782
1_ms,distance,31.131064,51.692480896157406
1_ms,distance,31.163334,51.70068364469491
1_ms,distance,31.204928,51.711169526694896
1_ms,distance,31.247329,51.72139652533096
1_ms,distance,31.289643,51.73160259174908
1_ms,distance,31.331592,51.742067491907164
1_ms,distance,31.373599,51.75263631731787
1_ms,distance,31.415491,51.76297916615253
1_ms,distance,32.002155,51.915466519420164
1_ms,distance,32.043936,51.926352938021765
1_ms,distance,32.086119,51.93734415677504
1_ms,distance,32.140401,51.95285628962755
1_ms,distance,32.169713,51.96144507152475
1_ms,distance,32.22101,51.975897791944355
1_ms,distance,32.253559,51.98460910265662
1_ms,distance,32.295158,51.99574248713055
1_ms,distance,32.337917,52.00779845482802
1_ms,distance,32.3792,52.01948407653776
1_ms,distance,32.421157,52.03140286508371
1_ms,distance,33.016056,52.202070570623924
1_ms,distance,33.050497,52.21157471240408
1_ms,distance,33.092453,52.223152638235504
1_ms,distance,33.134749,52.234848442865726
1_ms,distance,33.177177,52.24658451678822
1_ms,distance,33.224118,52.25859210564145
1_ms,distance,33.259901,52.26713972252339
1_ms,distance,33.308382,52.27855516395003
1_ms,distance,33.34396,52.28647395170057
1_ms,distance,33.386013,52.29583390840892
1_ms,distance,33.433881,52.30497025550804
1_ms,distance,34.016489,52.36350053521264
1_ms,distance,34.05746,52.36601725817741
1_ms,distance,34.099054,52.36858008876442
1_ms,distance,34.141757,52.37161196173087
1_ms,distance,34.190693,52.37508638804103
1_ms,distance,34.225461,52.3777590613301
1_ms,distance,34.266779,52.38100248670705
1_ms,distance,34.308793,52.38417015447035
1_ms,distance,34.350959,52.386959463505356
1_ms,distance,34.393078,52.389745665545
1_ms,distance,34.434973,52.39207419888465
1_ms,distance,35.022317,52.410458415598335
1_ms,distance,35.064209,52.41057245870082
1_ms,distance,35.106218,52.41063638534957
1_ms,distance,35.148182,52.41048549943976
1_ms,distance,35.190091,52.41033481155645
1_ms,distance,35.232156,52.410062926699425
1_ms,distance,35.27399,52.409763729550704
1_ms,distance,35.315949,52.4094255815685
1_ms,distance,35.357294,52.40904105687209
1_ms,distance,35.398869,52.408654179612135
1_ms,distance,35.440906,52.40824910858533
1_ms,distance,36.03219,52.40412686098868
1_ms,distance,36.070106,52.403930392600024
1_ms,distance,36.117486,52.40362408832317
1_ms,distance,36.154078,52.40331891867805
1_ms,distance,36.196069,52.40296872260169
1_ms,distance,36.238774,52.4026023651322
1_ms,distance,36.279794,52.40224994032645
1_ms,distance,36.321768,52.402067158840254
1_ms,distance,36.364026,52.402023446187755
1_ms,distance,36.405705,52.40193850550589
1_ms,distance,36.993484,52.41051717787231
1_ms,distance,37.034754,52.41189758528164
1_ms,distance,37.076775,52.413300997978546
1_ms,distance,37.119994,52.41440940178372
1_ms,distance,37.160821,52.41514432829067
1_ms,distance,37.202721,52.415858829309926
1_ms,distance,37.244651,52.41624218732511
1_ms,distance,37.28649,52.416624712649906
1_ms,distance,37.333861,52.41716826823947
1_ms,distance,37.370369,52.417615239684345
1_ms,distance,37.418917,52.41804629953796
1_ms,distance,38.010856,52.42324083945689
1_ms,distance,38.042188,52.42422871419615
1_ms,distance,38.083426,52.4255289117855
1_ms,distance,38.125513,52.42610436032499
1_ms,distance,38.167084,52.42626975400314
1_ms,distance,38.20967,52.42642622381599
1_ms,distance,38.251546,52.42654536048202
1_ms,distance,38.293836,52.42666567467067
1_ms,distance,38.335576,52.426818175924424
1_ms,distance,38.37744,52.426975118203444
1_ms,distance,38.419663,52.42725000373183
1_ms,distance,39.006844,52.52342740839772
1_ms,distance,39.049019,52.52360897294349
1_ms,distance,39.090815,52.5237889055176
1_ms,distance,39.13262,52.523836913045116
1_ms,distance,39.174882,52.5238566570709
1_ms,distance,39.231606,52.52371924626788
1_ms,distance,39.261752,52.52358525864445
1_ms,distance,39.30019,52.52341474854897
1_ms,distance,39.341879,52.523236514930126
1_ms,distance,39.384613,52.5230538146916
1_ms,distance,39.425335,52.52296079970156
1_ms,distance,40.012734,52.52459633998524
1_ms,distance,40.054704,52.52518474736743
1_ms,distance,40.09855,52.525804341531796
1_ms,distance,40.138772,52.52699242035008
1_ms,distance,40.186172,52.52839252556377
1_ms,distance,40.226788,52.52921026620522
1_ms,distance,40.26558,52.52983715428339
1_ms,distance,40.30645,52.53052218524968
1_ms,distance,40.353028,52.53141417409557
1_ms,distance,40.390619,52.532134058706475
1_ms,distance,40.432591,52.53276831577995
1_ms,distance,41.019381,52.44631279240842
1_ms,distance,41.066749,52.44704476944905
1_ms,distance,41.103344,52.44762961153505
1_ms,distance,41.146337,52.448456759417105
1_ms,distance,41.187283,52.449244523673315
1_ms,distance,41.230557,52.4502304651748
1_ms,distance,41.272575,52.451238262636394
1_ms,distance,41.313596,52.45186435761907
1_ms,distance,41.35488,52.45189296503422
1_ms,distance,41.398079,52.45192289941525
1_ms,distance,41.438727,52.45161973499573
1_ms,distance,42.02618,52.44841059084813
1_ms,distance,42.068545,52.44829881302985
1_ms,distance,42.11003,52.44818281143174
1_ms,distance,42.152324,52.448047750154196
1_ms,distance,42.193625,52.44791586071607
1_ms,distance,42.235685,52.44795589041224
1_ms,distance,42.277883,52.44801758313596
1_ms,distance,42.32,52.447793940615895
1_ms,distance,42.361864,52.44730654366731
1_ms,distance,42.404197,52.44681707747173
1_ms,distance,42.445608,52.446358503324646
1_ms,distance,42.487155,52.44589842427942
1_ms,distance,42.529438,52.44540815630977
1_ms,distance,42.571491,52.4449127692224
1_ms,distance,42.613274,52.444597721537804
1_ms,distance,42.655491,52.444597721537804
1_ms,power,0.0,2.562103980926691e-10
1_ms,power,0.041909,2.657614825132461e-10
1_ms,power,0.08394,3.24359985536526e-10
1_ms,power,0.126236,2.7496911159161347e-10
1_ms,power,0.168848,2.8742300540283807e-10
1_ms,power,0.209662,2.634690465089908e-10
1_ms,power,0.251615,2.566623377869482e-10
1_ms,power,0.293493,2.9894806839209796e-10
1_ms,power,0.33562,2.49859978055866e-10
1_ms,power,0.377572,2.69609272233058e-10
1_ms,power,0.419654,2.0874389864839802e-10
1_ms,power,1.006426,3.5305792497824523e-10
1_ms,power,1.048366,3.4515283265130694e-10
1_ms,power,1.090371,2.651067585817118e-10
1_ms,power,1.133214,3.1269810855950516e-10
1_ms,power,1.174192,2.712161233421123e-10
1_ms,power,1.216166,2.5687297440576056e-10
1_ms,power,1.257599,3.333576941916717e-10
1_ms,power,1.300106,2.6660890438144685e-10
1_ms,power,1.342699,2.5659022559824495e-10
1_ms,power,1.384576,2.866206512480386e-10
1_ms,power,1.428166,3.282074453593429e-10
1_ms,power,2.012644,2.872793365821697e-10
1_ms,power,2.054333,2.769909037082907e-10
1_ms,power,2.096549,2.7094579912814676e-10
1_ms,power,2.139009,2.6257337148990627e-10
1_ms,power,2.18098,3.1296932588640457e-10
1_ms,power,2.223067,2.6034864301292067e-10
1_ms,power,2.265482,3.0925055943980946e-10
1_ms,power,2.306818,2.961130478741314e-10
1_ms,power,2.348831,3.0218973085883087e-10
1_ms,power,2.3907,2.8903817166184993e-10
1_ms,power,2.432745,3.1934301290425587e-10
1_ms,power,3.022415,4.410931559482469e-10
1_ms,power,3.061164,4.5359277197478966e-10
1_ms,power,3.103091,4.909584144889043e-10
1_ms,power,3.145656,4.1831648762307003e-10
1_ms,power,3.187473,4.722609078913594e-10
1_ms,power,3.240244,5.460349226670846e-10
1_ms,power,3.270882,4.373810300496358e-10
1_ms,power,3.312672,4.6277831422787086e-10
1_ms,power,3.355154,4.5691319935880874e-10
1_ms,power,3.397466,5.02223623187729e-10
1_ms,power,3.439405,4.2043237134693446e-10
1_ms,power,4.029152,5.933247971706253e-10
1_ms,power,4.071215,6.313956769851807e-10
1_ms,power,4.110668,5.854386487727967e-10
1_ms,power,4.152184,6.514253954376442e-10
1_ms,power,4.206493,6.232972384277139e-10
1_ms,power,4.235621,5.656247135204596e-10
1_ms,power,4.27738,5.979438777122726e-10
1_ms,power,4.3199,5.981622510669478e-10
1_ms,power,4.362244,6.257100617085706e-10
1_ms,power,4.404095,6.096226226236814e-10
1_ms,power,4.446062,6.704091150482925e-10
1_ms,power,5.032437,7.207177737880235e-10
1_ms,power,5.075174,6.926216645037045e-10
1_ms,power,5.117921,6.84188765314191e-10
1_ms,power,5.159081,6.994331090962696e-10
1_ms,power,5.20101,7.50191494844741e-10
1_ms,power,5.242939,6.619323039254498e-10
1_ms,power,5.284925,7.223236481520572e-10
1_ms,power,5.328243,7.217210544323123e-10
1_ms,power,5.370931,6.966988124548851e-10
1_ms,power,5.410243,7.679537377078286e-10
1_ms,power,5.452191,6.862294456850127e-10
1_ms,power,5.997746,8.060310709112475e-10
1_ms,power,6.039603,7.475968273365854e-10
1_ms,power,6.08162,7.807193295032938e-10
1_ms,power,6.123726,7.900849451460568e-10
1_ms,power,6.165969,7.80390188697557e-10
1_ms,power,6.207387,7.51936297213641e-10
1_ms,power,6.258825,8.008152161364623e-10
1_ms,power,6.291068,7.680973683255161e-10
1_ms,power,6.332516,8.194139326511301e-10
1_ms,power,6.375114,8.149600845970008e-10
1_ms,power,6.41786,7.987095977895384e-10
1_ms,power,7.007559,8.935599779554003e-10
1_ms,power,7.046045,8.94843208829543e-10
1_ms,power,7.087735,9.125831735263686e-10
1_ms,power,7.130114,9.389514447769876e-10
1_ms,power,7.17202,9.808088930737507e-10
1_ms,power,7.213975,9.597987709462703e-10
1_ms,power,7.255935,9.96921349856759e-10
1_ms,power,7.297963,9.751388303292958e-10
1_ms,power,7.339855,8.865877055672692e-10
1_ms,power,7.381771,8.598150359414517e-10
1_ms,power,7.423988,9.387519780176979e-10
1_ms,power,8.010882,8.940230139049405e-10
1_ms,power,8.05274,8.549947546948891e-10
1_ms,power,8.098108,8.266788846871416e-10
1_ms,power,8.137202,8.631431590764191e-10
1_ms,power,8.178147,8.932964938828748e-10
1_ms,power,8.219993,8.64009799296987e-10
1_ms,power,8.262797,9.146031720502071e-10
1_ms,power,8.304632,8.841228169100247e-10
1_ms,power,8.346626,8.880750095673672e-10
1_ms,power,8.38849,9.755886699779515e-10
1_ms,power,8.432287,8.573350731348592e-10
1_ms,power,9.01756,9.555760280616683e-10
1_ms,power,9.059667,9.732560871386623e-10
1_ms,power,9.101517,1.0443063375223448e-09
1_ms,power,9.147556,9.24939453531755e-10
1_ms,power,9.185135,9.254866843705972e-10
1_ms,power,9.226851,9.37106519408048e-10
1_ms,power,9.272666,9.257429598598908e-10
1_ms,power,9.311436,9.311641542205108e-10
1_ms,power,9.352637,1.0006018025672299e-09
1_ms,power,9.395001,9.66514371224355e-10
1_ms,power,9.437619,9.871153608964398e-10
1_ms,power,10.024899,1.1184929260486533e-09
1_ms,power,10.067732,1.1265687165185075e-09
1_ms,power,10.108513,1.214089047353052e-09
1_ms,power,10.150284,1.220886482368104e-09
1_ms,power,10.192266,1.2046666576937468e-09
1_ms,power,10.234166,1.1388382955573728e-09
1_ms,power,10.276109,1.255746761336509e-09
1_ms,power,10.318109,1.1927804123804122e-09
1_ms,power,10.360195,1.2303093553470682e-09
1_ms,power,10.401926,1.234813920178933e-09
1_ms,power,10.443904,1.196520530191599e-09
1_ms,power,11.030283,1.3605512477781033e-09
1_ms,power,11.07218,1.423538377413765e-09
1_ms,power,11.118054,1.4172555849797759e-09
1_ms,power,11.156923,1.4736661010661055e-09
1_ms,power,11.198067,1.4347891833701628e-09
1_ms,power,11.240503,1.4761787900625255e-09
1_ms,power,11.282463,1.5239615152849937e-09
1_ms,power,11.335815,1.5295922282791912e-09
1_ms,power,11.365926,1.5067953709893846e-09
1_ms,power,11.407656,1.5373171909395098e-09
1_ms,power,11.450124,1.4775774181311739e-09
1_ms,power,11.995857,1.6243120695037138e-09
1_ms,power,12.037932,1.5807996468767214e-09
1_ms,power,12.081158,1.634839087399016e-09
1_ms,power,12.121189,1.6026893518907663e-09
1_ms,power,12.163289,1.595428443880417e-09
1_ms,power,12.217252,1.6444748070443424e-09
1_ms,power,12.246701,1.7044863672812934e-09
1_ms,power,12.288376,1.7028310594836223e-09
1_ms,power,12.331323,1.7489836289107327e-09
1_ms,power,12.37327,1.7679147156284142e-09
1_ms,power,12.425268,1.824000372706074e-09
1_ms,power,13.002425,2.0504884952803055e-09
1_ms,power,13.044376,2.0137555167226304e-09
1_ms,power,13.086463,2.0472228485660443e-09
1_ms,power,13.129365,2.0240947802437887e-09
1_ms,power,13.172628,2.095499541847864e-09
1_ms,power,13.21169,2.1150110376594025e-09
1_ms,power,13.253614,2.160922336131978e-09
1_ms,power,13.295586,2.193014396115723e-09
1_ms,power,13.33801,2.188416519779872e-09
1_ms,power,13.379832,2.206348737848952e-09
1_ms,power,13.421743,2.215945549648774e-09
1_ms,power,14.008254,2.544579789891069e-09
1_ms,power,14.050013,2.5815619839508306e-09
1_ms,power,14.092475,2.6045728048976743e-09
1_ms,power,14.13477,2.6106071656527026e-09
1_ms,power,14.176712,2.6394503774374975e-09
1_ms,power,14.218625,2.7213829552057115e-09
1_ms,power,14.263016,2.6626762153693344e-09
1_ms,power,14.305568,2.7204974793953936e-09
1_ms,power,14.343643,2.7122753658912627e-09
1_ms,power,14.385567,2.7517141774721627e-09
1_ms,power,14.433209,2.7384512147780996e-09
1_ms,power,15.01471,3.0041750014413522e-09
1_ms,power,15.056724,3.01718068952919e-09
1_ms,power,15.098714,3.0250775629759125e-09
1_ms,power,15.140604,3.057353223662199e-09
1_ms,power,15.182586,3.0271895479424424e-09
1_ms,power,15.22441,3.0840912685102493e-09
1_ms,power,15.266505,3.2301970775672338e-09
1_ms,power,15.308354,3.1684494503799637e-09
1_ms,power,15.350306,3.1606923146582163e-09
1_ms,power,15.392316,3.268104646831093e-09
1_ms,power,15.434345,3.2653082563291746e-09
1_ms,power,16.021582,3.341722598155183e-09
1_ms,power,16.063226,3.3580751145923897e-09
1_ms,power,16.105208,3.302491967941015e-09
1_ms,power,16.147161,3.397615933204181e-09
1_ms,power,16.189133,3.38082717332827e-09
1_ms,power,16.231095,3.3842528194001633e-09
1_ms,power,16.274276,3.4417994343240837e-09
1_ms,power,16.314898,3.39262342169257e-09
1_ms,power,16.356829,3.3976288068941356e-09
1_ms,power,16.398733,3.4317406308440453e-09
1_ms,power,16.440764,3.406465480264295e-09
1_ms,power,17.028115,3.5489625651130204e-09
1_ms,power,17.071292,3.5727201972489186e-09
1_ms,power,17.111812,3.6052717805689977e-09
1_ms,power,17.153727,3.63323536845119e-09
1_ms,power,17.200891,3.521963596847717e-09
1_ms,power,17.238701,3.5388600393056486e-09
1_ms,power,17.279633,3.5582525497667915e-09
1_ms,power,17.321519,3.570890311559088e-09
1_ms,power,17.363517,3.578694855156237e-09
1_ms,power,17.405485,3.679344655892488e-09
1_ms,power,17.447369,3.638663335808491e-09
1_ms,power,17.992646,3.648719198951986e-09
1_ms,power,18.034571,3.5712995508889256e-09
1_ms,power,18.076516,3.613372362581668e-09
1_ms,power,18.118614,3.5415559703330717e-09
1_ms,power,18.160451,3.6392590726310633e-09
1_ms,power,18.20793,3.53661639477633e-09
1_ms,power,18.244447,3.6618036053619806e-09
1_ms,power,18.286316,3.5944256837084597e-09
1_ms,power,18.330908,3.683536345690419e-09
1_ms,power,18.370545,3.6817150878474463e-09
1_ms,power,18.412692,3.691923622086897e-09
1_ms,power,18.999289,3.77876143402638e-09
1_ms,power,19.041209,3.776155310702951e-09
1_ms,power,19.083184,3.758715190685123e-09
1_ms,power,19.125132,3.7091581860551906e-09
1_ms,power,19.16704,3.7721881642013596e-09
1_ms,power,19.208937,3.6716081364930118e-09
1_ms,power,19.252297,3.79247465600037e-09
1_ms,power,19.292745,3.65035044201813e-09
1_ms,power,19.334735,3.7164458925696837e-09
1_ms,power,19.37669,3.6729713628086614e-09
1_ms,power,19.41882,3.704941140643696e-09
1_ms,power,20.005836,3.5365221787731484e-09
1_ms,power,20.047861,3.5312917440766037e-09
1_ms,power,20.089757,3.4126777415668977e-09
1_ms,power,20.131726,3.4154828431818314e-09
1_ms,power,20.17768,3.441657756969974e-09
1_ms,power,20.217628,3.3831080451780504e-09
1_ms,power,20.257544,3.470584788756903e-09
1_ms,power,20.299546,3.4213976250609345e-09
1_ms,power,20.341492,3.3488305893562097e-09
1_ms,power,20.383386,3.4039196013928975e-09
1_ms,power,20.425335,3.4272538260382665e-09
1_ms,power,21.0126,3.2792227101099845e-09
1_ms,power,21.05456,3.182869093153417e-09
1_ms,power,21.096659,3.1483373080993024e-09
1_ms,power,21.142432,3.0934008086283354e-09
1_ms,power,21.182181,3.1231991211593262e-09
1_ms,power,21.22435,3.070397674428927e-09
1_ms,power,21.264361,3.014681043715226e-09
